,0,0.1,0.1.1
14597,12,12,0
13430,英格兰高等教育基金会下拨的科研经费总额为６２１,英格兰高等教育基金会下拨的科研经费总额为６２１,0
11134,如不要任何人对她的可怜,如不要任何人对他的可怜,1
6168,就需要在大量的实践基础上逐步总结,就需要在大量的实践基础上逐步总结,0
6739,62台北,6台北北,0
1517,他们现已成为中国环境保护事业的骨干力量可以说,她们现已成为中国环境保护事业的骨干力量可以说,1
325,它具有复杂的波形,它具有复杂的波形,0
6127,只要你有新的给他,只要你有新的给她,1
8783,可以说明公众政治参与水平的高低,可以说明公众政治参与水平的高低,0
474,探讨了用古典诗词反映科技的一些途径层次和特点反过来又探讨了用计算机武装文学艺术的问题,探讨了反古诗化词象映艺术的一般途径次点和特点反过来探讨了了计算机机武装文学艺术的问题,0
2507,为什么不和万一是他占有,为什么不和万一是她占有,1
13632,由于反对者们对骈文这种酷不入情顿失清采和职成拘制的弊病的认识多局限于对其形式的反对,由于对反对对对这种文事不不及军顿清晰和进行成制的制的病的的识多局限于对其形式的反对,0
1249,8是窗口内层的集合9是的逻辑联系,8是窗口内层的集合是的的逻辑联系,0
6453,忽然只见公民摇摇晃晃冲到了门口,忽然只见公民摇摇父因冲到了门口,0
2634,然而倘若他上台之后没有继续去占据中心位置的话,然而倘若她上台之后没有继续去占据中心位置的话,1
224,以决定经济行为的取舍,以决定经济行为取舍,0
4515,1000841998,1000841988,0
420,适时采用与之相应的教法,适时采用与之相应的教法,0
11304,主要评估一国政府履行其所有经济职能的总体绩效,主要评估一国政府履行其所有经济职能的总体效益,0
5037,哪里的市场发育得好,哪里的市场发育得好,0
9653,但是弟弟们的身份是雇工Ｎａｓ或是仆役Ｆｄａｉ,但是妹弟们的身份是雇工ａａｓ是是仆役ａａａｉ,1
7239,他指出只有经过这条道路,她指出只有经过这条道路,1
1666,是在１９６６年１９６５年他曾在日本中国学会第１７届学术大会上以此为题作了报告,是在１９６６年１９６５年她在日日日本国国会会第７届学术大会上以此为题作了报告,1
5845,从十几年的农村科技体制改革情况来看,从几几年的农村科技体制改革情况来看,0
9339,其中寄寓着田汉对林维中和张英两位女子的感激敬佩和某种不满的复杂情感,其中寄寓着田汉对林维中和张英两位男子的感激敬敬和某种不满的复杂感情,1
6975,他们志在创新技术创新与制度创新,她们志在创新技术创新与制度创新,1
12561,其他工资机制将发生作用,其她工资机制将生作用,1
12236,我认为他往往陷于踩上了真理的门槛,我认为她往往陷于上上了真理的门槛,1
13385,梅先生认为我们一方面要从原有的传统技巧中,梅女士认为我们一方面要从原有的传统技巧中,1
7471,城市郊区环境质量受到严重影响,城市郊区环境质量受到严重影响,0
5597,附图图廖修平先生向与会代表提出一个问题,附图图廖修平女士向与会代表提出一个问题,1
12038,朝鲜民主主义人民共和国主席金日成今晚在平壤锦绣山议事堂举行盛大宴会,朝鲜民主主义民民共和主义民金日成今晚在电册田册顿议事堂举行举盛会会,0
4755,他就系统地学起草书,她就系统地学起草书,1
3234,需要从以下几个方面着手１在继续增加氮肥生产的同时,需要从以下几个方面着手里在继续增加氮肥生产的同时,0
2383,他算是国民党的中派,她算是国民党的中派,1
8944,他的解释不应同于历史学家,她的解释不应同于历史学家,1
13359,仍有相当数量的历史作品,仍有相当数量的历史作品,0
12388,他是一位不占编制,她是一位不占编制,1
9202,而且与阿拉伯半岛的历史变迁有密切的关系,而且与阿拉姑半岛的历史变迁有密切的关系,1
13848,其值逐渐增大,其值逐渐大,0
6053,这种观点的主要缺陷在于它与政治经济学的其他原理相悖,这种观点的主要缺陷在于它与政治经济学的其她原理相悖,1
10926,只有极少部分配置到私营和个体企业,只有极少部分配置到私营和个体企业,0
3188,这一试凑法在实际上机计算时,这一试凑法在实际上机计算时,0
3322,但我们不难从这微妙的变化中领悟其深刻的思想背景即教育观念的转变,但我们不难从这微妙的变化中领悟深刻刻的思想背景即教育观念的转变,0
3266,而且还脱胎于毛泽东本人的著作,而且还脱胎于毛泽东本人的著作,0
13730,大河原良雄指出,大河原良指出,1
14845,就有人在距天津一百五十里地方,就有人在天津津一百五十里地方,0
6024,给他们土地,给她土地地,1
6519,这里值得一提的是恰恰又是他理论薄弱的地方,这里值得一提的是恰恰又是她理论薄弱的地方,1
3405,10生态文艺批评并不排斥形式主义的文艺批评以及其他类型的文艺批评,10生活文艺批评并不排斥形式主义的文艺批评以及其她类型的文艺批评,1
7035,然而光绪帝的革新遭到守旧派的顽固反对,然而光绪帝的革新遭到旧旧旧的顽固反对,0
12108,如果东印度公司的排他性特权废止,如果东印度公司的排她性特权废止,1
8920,让作家的情感倾向在作品中表现得更为明显,让作家的情感倾向在作品中表现得更为明显,0
11792,而不是造就新型的艺术家,而不是造就新型的艺术家,0
10253,全球性投资规范框架和规则也开始形成,全球性投资规范框架和规则也开始形成,0
10380,这一切都注定了由他来集中首次以历史事实作为诗歌抒情的素材,这一切都注定了由她来集中首次以历史事实作为诗歌抒情的材材,1
6419,他在这趟被迫中途返回的蜜月旅行中心理体验最多,她在这样被迫中途返回的蜜月旅行中心理体验最多,1
850,他被阉割时,她被阉割时,1
7018,这种在关键词前头加修饰语的表述办法,这种在关键词前头加修饰语的表述法,0
14384,其成果也难有较大影响其次是数据限制,其成果也有有较大影响其次是数据限制,0
12520,进步戏剧美学观的种子,进步戏剧美学观的种子,0
1446,现在正依靠科技,现在正依靠科技,0
4387,开发区实现工业总产值和财政收入分别同比增长2461和6760,开发区实现工业总产值和财政收入分别同比增长2461和6660,0
12637,他们认为这是东亚国家进入商品经济的大潮之后能够兼顾社会稳定和经济发展的原因所在,她们认为这是东欧国家进入商品经济的大潮之后能够兼顾稳定社会和经济发展的原因所在,1
2154,也适应于高水平大规模农业的发展,也适应于高水平大规模农业的发展,0
11497,与其他企业系统中的某一种要素或某几种要素相结合,与其她企业系统中的某种一要素或某几要素相结合,1
11052,部分楼盘的售价超过了澳门市区的平均售价,部分楼盘的售价超过了澳门市区的平均售价,0
13762,上海财经大学出版社1998年版,上海财经大学出版社1998年版,0
5204,正如他自己所说,正如她自己所说,1
8081,应采取有效措施,应采取有措施,0
7140,能促进系统的良性循环2按照集水区经济发展与水源保护相统一的原则,能进进统系的良性循环按照照水水区经济发展与水源保护相统一的原则,0
153,他曾指出潘金莲的性格虽然特殊,她曾指出潘金莲的性格虽然特殊,1
11892,说是鼠嫁女,说是鼠嫁男,1
6328,教师的育人意识,教师的人意识识,0
12091,当他第二阶段突出强调政治体制改革要为经济体制改革清除障碍时,当她第二阶段突出强调政治体制改革要为经济体制改革清除障碍时,1
6628,我们来截长补短冶成一炉,我们来截长补短成成一炉,0
11787,但在运动中人们希望证明他们的优秀8,但在运动中人们希望证明她们的优秀8,1
6290,他们在奥运会期间还向国内灾区捐赠五万元人民币,她们在奥运会期间还向国内灾区捐五五万元人民币,1
12836,但认真考察起来,但认真考起来,0
8165,这样就直接影响到他的上板速度,这样就直接影响到她的上板速度,1
1401,如他虽然主张中国民主革命成功以后紧接着进行社会革命社会主义革命,如她虽然主张中国民主革命功成以后紧接着进行社会革命社会主义革命,1
11939,提倡爱国爱乡自立自尊的精神,提倡爱国爱乡自立自尊的精神,0
9820,表达了他对国民劣根性进行激烈否定的情绪和思想倾向,表达了她对国民劣根性进行激烈否定的情绪和思想倾,1
1476,式中Ω为最大可回复应变,式中Ω为最大可回复应变,0
6207,近年的长篇创作在文本结构上有了较大突破,近年的长篇创作在文本结构上有了较大突破,0
125,他强调开采银矿的好处,她强调开采银矿的好处,1
6079,包括他的直笔论和对书法义例的看法,包括她的直笔论和对书法义例的看法,1
2155,女子波动较大,男子波动较大,1
5765,他们互相竞争猜忌,她们互相竞争猜忌,1
13211,尽管他把艺术的精神看作是抽象理念的感性显现,尽管她把艺术的精神看作是抽象理念的感性显现,1
11059,使软产业在经济增长中占的比重越来越大,使软产业在经济增长中占的比重越来越大,0
13660,我们不要求他们都赞成中国的社会主义制度,我们不要求她们都赞成中国的社会主义制度,1
11498,也就是晋献公太子申生清人俞樾疑伯林乃申生之字,就就是献献公太子申士清人俞敬疑姑林乃至生之字,1
